"date","armed","age","gender","race","city","state","signs_of_mental_illness","body_camera","percent_completed_hs","poverty_rate"
"2015-04-17","gun",29,"M","H","Hemet","CA",False,False,"79.5","26"
"2015-01-21","gun",36,"M","W","Hemet","CA",False,False,"79.5","26"
"2015-12-08","gun",27,"M","H","Hemet","CA",False,False,"79.5","26"
"2015-12-21","gun",34,"M","H","Hemet","CA",False,False,"79.5","26"
"2015-10-12","gun",NULL,"M",NULL,"Hemet","CA",False,False,"79.5","26"
"2016-12-20","gun",31,"M",NULL,"Hemet","CA",False,False,"79.5","26"
"2017-05-31","vehicle",24,"M","W","Hesperia","CA",False,False,"77.2","24.8"
"2015-10-24","gun",34,"M","H","Highgrove","CA",False,False,"69","31.9"
"2017-01-02","vehicle",31,"M","B","Highland","CA",False,False,"75","20.7"
"2017-09-03","baseball bat and bottle",29,"M","W","Huntington Beach","CA",True,False,"92.4","9.4"
"2016-01-09","pipe",NULL,"M","H","Huntington Park","CA",False,False,"41.4","29.6"
"2015-10-14","vehicle",18,"M","H","Indio","CA",False,False,"73.7","19.5"
"2015-05-12","gun",38,"M","H","Indio","CA",False,False,"73.7","19.5"
"2016-08-20","knife",71,"M","H","Indio","CA",False,True,"73.7","19.5"
"2016-02-21","undetermined",32,"M","B","Inglewood","CA",False,False,"72.5","22.4"
"2016-02-21","gun",31,"F","B","Inglewood","CA",False,False,"72.5","22.4"
"2015-08-15",NULL,34,"M","B","Inyokern","CA",False,False,"94.5","1.9"
"2016-10-10","undetermined",27,"M","H","Irvine","CA",True,False,"96.3","12.3"
"2015-11-14","hammer",31,"M","H","Jurupa Valley","CA",False,False,"67.8","17"
"2015-11-13","undetermined",25,"M","H","Jurupa Valley","CA",False,False,"67.8","17"
"2017-07-03","sharp object",41,"M","B","Ladera Heights","CA",False,False,"97.2","6.8"
"2016-04-15","baseball bat",38,"M","H","Lake Elsinore","CA",False,False,"76.9","14.6"
"2017-11-01","gun",41,"M","O","Lake Elsinore","CA",False,False,"76.9","14.6"
"2015-06-07","vehicle",31,"M","W","Lakewood","CA",True,False,"87.9","7.9"
"2016-11-22","gun",45,"M","H","La Mirada","CA",False,False,"88.8","7.5"
"2015-03-07","gun",46,"M","H","Lancaster","CA",False,False,"81.4","23.5"
"2016-11-02","ax",45,"M","W","Lancaster","CA",False,False,"81.4","23.5"
"2016-07-28",NULL,47,"M","B","La Quinta","CA",False,False,"89.6","9.6"
"2017-03-03","toy weapon",25,"M","N","Lemoore","CA",False,False,"84.6","15.6"
"2016-10-25","knife",37,"M","W","Lincoln","CA",True,False,"93","9.1"
"2015-10-09","gun",32,"M","W","Lodi","CA",False,False,"80.4","17.4"
"2016-11-21","knife",27,"M","W","Lompoc","CA",True,False,"74.7","21.3"
"2015-05-27","unarmed",20,"M","O","Long Beach","CA",False,False,"79.4","20.6"
"2015-04-23","unarmed",19,"M","H","Long Beach","CA",False,False,"79.4","20.6"
"2015-07-08","knife",28,"M","B","Long Beach","CA",False,False,"79.4","20.6"
"2016-10-03","gun",21,"M","H","Long Beach","CA",False,False,"79.4","20.6"
"2015-12-14","knife",39,"M","A","Long Beach","CA",False,False,"79.4","20.6"
"2016-06-28","knife",27,"M","A","Long Beach","CA",False,False,"79.4","20.6"
"2016-08-05","toy weapon",21,"M","B","Long Beach","CA",False,False,"79.4","20.6"
"2017-01-15","knife",37,"F","A","Long Beach","CA",True,False,"79.4","20.6"
"2016-04-09","knife",NULL,"M","H","Long Beach","CA",True,False,"79.4","20.6"
"2017-08-06","gun",NULL,"F","W","Long Beach","CA",False,False,"79.4","20.6"
"2017-05-15","undetermined",NULL,"M",NULL,"Long Beach","CA",False,False,"79.4","20.6"
"2015-04-21","knife",35,"M","H","Los Angeles","CA",True,False,"75.5","22.1"
"2015-08-04","gun",39,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2015-11-03","vehicle",25,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2015-01-03","unarmed",43,"M","B","Los Angeles","CA",True,True,"75.5","22.1"
"2015-01-17","gun",24,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2015-10-19","vehicle",53,"M","B","Los Angeles","CA",False,False,"75.5","22.1"
"2015-09-27","knife",37,"F","H","Los Angeles","CA",True,True,"75.5","22.1"
"2015-09-15","gun",39,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2015-08-27","contractor's level",29,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2015-12-08","knife",30,"F","B","Los Angeles","CA",False,False,"75.5","22.1"
"2015-07-13","box cutter",41,"M","W","Los Angeles","CA",False,False,"75.5","22.1"
"2015-09-07","Taser",38,"M","W","Los Angeles","CA",False,False,"75.5","22.1"
"2015-06-07","knife",29,"M","B","Los Angeles","CA",False,False,"75.5","22.1"
"2016-02-14","gun",29,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2016-06-02","gun",16,"M","H","Los Angeles","CA",False,True,"75.5","22.1"
"2015-12-19","undetermined",26,"M","H","Los Angeles","CA",True,False,"75.5","22.1"
"2015-09-11","bean-bag gun",35,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2016-08-16","gun",18,"M","B","Los Angeles","CA",False,False,"75.5","22.1"
"2016-09-08","gun",14,"M","H","Los Angeles","CA",False,True,"75.5","22.1"
"2016-07-25","gun",18,"M","B","Los Angeles","CA",False,False,"75.5","22.1"
"2016-10-06","gun",31,"M","B","Los Angeles","CA",False,False,"75.5","22.1"
"2016-04-30","knife",28,"M","A","Los Angeles","CA",False,True,"75.5","22.1"
"2016-10-04","knife",28,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2016-03-30","gun",33,"M","W","Los Angeles","CA",False,False,"75.5","22.1"
"2017-01-18","hatchet",50,"M","W","Los Angeles","CA",False,False,"75.5","22.1"
"2017-10-01","knife",32,"M","W","Los Angeles","CA",False,False,"75.5","22.1"
"2016-12-18","undetermined",20,"M","B","Los Angeles","CA",False,False,"75.5","22.1"
"2016-12-17","gun",33,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2016-11-28","gun",23,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2016-02-10","toy weapon",16,"M","H","Los Angeles","CA",True,True,"75.5","22.1"
"2016-01-10","gun",18,"M","B","Los Angeles","CA",False,True,"75.5","22.1"
"2017-06-28","gun",NULL,"M",NULL,"Los Angeles","CA",True,True,"75.5","22.1"
"2017-05-24","gun",NULL,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2017-08-05","gun",29,"M","W","Los Angeles","CA",False,False,"75.5","22.1"
"2017-12-04","gun",28,"M","B","Los Angeles","CA",False,False,"75.5","22.1"
"2017-03-25","gun",35,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2017-04-03","pipe",70,"M","H","Los Angeles","CA",False,False,"75.5","22.1"
"2017-07-27","gun",46,"M",NULL,"Los Angeles","CA",False,False,"75.5","22.1"
"2017-07-15","undetermined",29,"M",NULL,"Los Angeles","CA",False,False,"75.5","22.1"
"2015-12-12","gun",28,"M","B","Lynwood","CA",False,False,"52.8","25.3"
"2017-06-16","machete",32,"M","H","Madera","CA",True,False,"58.2","27.6"
"2015-10-12","knife",54,"M","W","Marina","CA",False,False,"83.1","15.3"
"2016-11-06","spear",31,"M","H","Maywood","CA",False,False,"41.2","30.1"
"2015-07-23","gun",44,"F","W","Meadow Vista","CA",True,False,"94.1","5.4"
"2015-04-11","knife",18,"M","O","Merced","CA",False,False,"74.5","31.9"
"2015-10-17","toy weapon",22,"M","H","Modesto","CA",False,False,"81.2","20.5"
"2015-12-17","gun",24,"M","W","Modesto","CA",False,False,"81.2","20.5"
"2016-10-04","gun",39,"M","W","Modesto","CA",False,False,"81.2","20.5"
"2017-01-30","beer bottle",42,"M","W","Modesto","CA",False,False,"81.2","20.5"
"2016-08-10","knife",53,"F","W","Modesto","CA",False,False,"81.2","20.5"
"2015-04-15","toy weapon",52,"M","H","Montclair","CA",True,False,"70.1","16.9"
"2017-06-17","vehicle",28,"F",NULL,"Montebello","CA",False,False,"71.7","14"
"2015-06-10","gun",39,"M",NULL,"Monterey","CA",True,False,"94.3","9.1"
"2015-07-16","metal hand tool",25,"M","B","Moreno Valley","CA",True,False,"75.2","19.3"
"2017-07-15","gun",23,"M",NULL,"Moreno Valley","CA",True,False,"75.2","19.3"
"2015-03-13","gun",41,"M","H","Napa","CA",False,False,"80.9","9.5"
"2017-04-04","gun",65,"M","W","Napa","CA",False,False,"80.9","9.5"
"2017-03-13","knife",23,"M","W","Napa","CA",True,False,"80.9","9.5"
"2015-07-17","gun",50,"M","W","Needles","CA",True,False,"82.1","27.7"
"2016-11-03","gun",23,"M","H","Newark","CA",False,False,"87.7","7.9"
"2016-01-31","gun",62,"M",NULL,"Newark","CA",True,False,"87.7","7.9"
"2017-02-15","unknown weapon",55,"M","H","Newman","CA",False,False,"76","19.8"
"2017-04-15","knife",56,"M","W","Newport Beach","CA",False,False,"97.7","7.1"
"2015-01-12","gun",18,"M","H","Norwalk","CA",False,False,"73.5","14.3"
"2015-06-06","gun",30,"M","B","Oakland","CA",False,True,"80.4","20.4"
"2015-09-22","gun",32,"M","B","Oakland","CA",False,False,"80.4","20.4"
"2015-08-27","chain",30,"M","B","Oakland","CA",False,True,"80.4","20.4"
"2015-12-08","gun",27,"M","B","Oakland","CA",False,True,"80.4","20.4"
"2015-03-08","gun",49,"M","B","Oakland","CA",False,False,"80.4","20.4"
"2015-11-15","toy weapon",39,"M","B","Oakland","CA",False,False,"80.4","20.4"
"2017-02-17","gun",32,"M","W","Oakland","CA",False,False,"80.4","20.4"
"2015-11-07","gun",31,"M","W","Olivehurst","CA",False,False,"69.6","18.8"
"2015-10-03","sword",37,"M","H","Ontario","CA",True,False,"70.6","18.1"
"2015-05-09","metal pipe",32,"M","H","Ontario","CA",True,True,"70.6","18.1"
"2015-08-20","gun",17,"M","H","Ontario","CA",True,False,"70.6","18.1"
"2017-09-04","gun",36,"M",NULL,"Ontario","CA",False,False,"70.6","18.1"
"2015-04-04","gun",31,"M","B","Orange","CA",False,True,"84.2","13.2"
"2017-12-03","knife",33,"M","H","Orange","CA",True,False,"84.2","13.2"
"2015-03-27","knife",26,"F","B","Oxnard","CA",False,False,"65.6","16.6"
"2015-12-20","gun",30,"M","B","Palmdale","CA",False,False,"74.2","21.3"
"2017-06-22","unarmed",17,"M","H","Palmdale","CA",False,False,"74.2","21.3"
"2016-04-11","undetermined",26,"M","H","Palm Springs","CA",False,False,"87.5","18.9"
"2015-12-25","knife",31,"M","W","Palo Alto","CA",True,False,"97.4","5.4"
"2016-12-24","scissors",48,"M","A","Pico Rivera","CA",True,False,"68.2","13.7"
"2015-05-07","unarmed",19,"M","W","Pleasanton","CA",False,False,"95.2","4.4"
"2017-05-20","toy weapon",58,"M","W","Pleasanton","CA",True,True,"95.2","4.4"
"2017-04-01","gun",51,"M","B","Pomona","CA",False,False,"67.5","22.1"
"2015-12-24","knife",23,"M","H","Porterville","CA",False,False,"66.9","30.9"
"2016-08-18","gun",38,"M","W","Poway","CA",False,False,"93","6"
"2016-02-02","knife",30,"M","W","Rancho Cordova","CA",True,False,"89.3","17.2"
"2017-08-05","rock",32,"M","B","Rancho Cordova","CA",True,False,"89.3","17.2"
"2015-12-05","undetermined",40,"M","W","Rancho Santa Margarita","CA",True,False,"95.2","4"
"2016-05-01","gun",52,"M","W","Redding","CA",True,False,"90.6","18.8"
"2016-11-16","gun",56,"M","W","Redding","CA",False,False,"90.6","18.8"
"2016-03-24","gun",29,"M","W","Redlands","CA",False,False,"90.4","14.3"
"2015-02-10","knife",26,"M","H","Rialto","CA",False,False,"67.4","19.7"
"2017-06-16","gun",30,"M",NULL,"Rialto","CA",False,True,"67.4","19.7"
"2016-02-23","gun",36,"M","H","Ripon","CA",False,False,"90.6","9.8"
"2017-02-26","vehicle",46,"F","W","Ripon","CA",False,False,"90.6","9.8"
"2017-08-03","knife",NULL,"M",NULL,"Riverside","CA",False,False,"78.5","18.8"
"2017-02-25","toy weapon",23,"M","B","Rocklin","CA",False,False,"95.8","8.6"
"2015-12-29","unknown weapon",NULL,"M","A","Rosemead","CA",False,False,"66.2","19.3"
"2015-05-15","toy weapon",42,"M","W","Sacramento","CA",True,False,"83.4","22"
"2015-03-17","unarmed",22,"M","H","Sacramento","CA",False,False,"83.4","22"
"2016-11-07","knife",50,"M","B","Sacramento","CA",True,True,"83.4","22"
"2016-08-04","knife",40,"M","B","Sacramento","CA",True,False,"83.4","22"
"2016-10-28","gun",38,"M","B","Sacramento","CA",True,False,"83.4","22"
"2017-01-18","knife",16,"M","H","Salinas","CA",False,True,"59.5","20.2"
"2015-02-13","vehicle",23,"M","W","San Bernardino","CA",False,False,"68.2","33.4"
"2015-11-10","undetermined",34,"M","H","San Bernardino","CA",False,False,"68.2","33.4"
"2015-09-18","vehicle",32,"M","W","San Bernardino","CA",False,False,"68.2","33.4"
"2015-12-12","knife",49,"M","H","San Bernardino","CA",False,False,"68.2","33.4"
"2015-02-12","gun",28,"M","O","San Bernardino","CA",False,False,"68.2","33.4"
"2015-02-12","gun",27,"F","O","San Bernardino","CA",False,False,"68.2","33.4"
"2016-08-29","knife",56,"M","W","San Bernardino","CA",False,False,"68.2","33.4"
"2016-07-27","knife",24,"M","H","San Bernardino","CA",True,False,"68.2","33.4"
"2016-07-16","gun",26,"M","W","San Bernardino","CA",False,False,"68.2","33.4"
"2015-09-21","gun",23,"F","W","Sand City","CA",False,False,"79.6","30.8"
"2015-09-21","gun",27,"M","W","Sand City","CA",False,False,"79.6","30.8"
"2015-05-17","gun",34,"M","W","San Diego","CA",True,True,"87.3","15.4"
"2015-04-30","unarmed",42,"M","O","San Diego","CA",True,True,"87.3","15.4"
"2015-10-20","toy weapon",39,"M","B","San Diego","CA",False,False,"87.3","15.4"
"2015-08-27","box cutter",54,"M","W","San Diego","CA",False,True,"87.3","15.4"
"2015-02-07","knife",60,"M","A","San Diego","CA",False,False,"87.3","15.4"
"2016-01-01","knife",30,"M","W","San Diego","CA",False,True,"87.3","15.4"
"2016-11-05","vehicle",33,"M","A","San Diego","CA",False,True,"87.3","15.4"
"2016-11-13","gun",22,"M","H","San Diego","CA",False,True,"87.3","15.4"
"2017-06-05","toy weapon",15,"M","W","San Diego","CA",True,True,"87.3","15.4"
"2016-11-01","vehicle",56,"M","W","San Fernando","CA",False,False,"58.5","18.9"
"2015-03-17","vehicle",24,"F","W","San Francisco","CA",True,False,"87","13.2"
"2015-02-26","knife",21,"M","H","San Francisco","CA",False,False,"87","13.2"
"2015-04-01","toy weapon",32,"M","W","San Francisco","CA",True,False,"87","13.2"
"2015-10-15","gun",27,"M","H","San Francisco","CA",False,False,"87","13.2"
"2015-02-12","knife",26,"M","B","San Francisco","CA",False,False,"87","13.2"
"2015-11-11","gun",25,"M","H","San Francisco","CA",False,False,"87","13.2"
"2016-05-19","unarmed",29,"F","B","San Francisco","CA",False,False,"87","13.2"
"2016-07-04","knife",45,"M","H","San Francisco","CA",False,False,"87","13.2"
"2016-10-14","gun",26,"M","W","San Francisco","CA",True,False,"87","13.2"
"2017-05-23","gun",59,"M","W","San Francisco","CA",False,False,"87","13.2"
"2017-03-05","knife",26,"M","W","San Francisco","CA",False,True,"87","13.2"
"2015-03-24","gun",57,"M","W","San Jose","CA",True,False,"82.7","11.3"
"2015-11-02","knife",23,"M","B","San Jose","CA",True,False,"82.7","11.3"
"2015-08-17","unarmed",40,"M","H","San Jose","CA",False,False,"82.7","11.3"
"2015-08-16","gun",29,"M","H","San Jose","CA",False,False,"82.7","11.3"
"2015-09-08","meat cleaver",22,"M","H","San Jose","CA",False,False,"82.7","11.3"
"2016-07-03","knife",45,"M","W","San Jose","CA",False,False,"82.7","11.3"
"2015-09-11","gun",45,"M","H","San Jose","CA",False,False,"82.7","11.3"
"2016-04-07","gun",18,"M","H","San Jose","CA",True,False,"82.7","11.3"
"2017-05-28","ax",35,"M",NULL,"San Jose","CA",True,False,"82.7","11.3"
"2017-03-05","gun",24,"M","W","San Jose","CA",True,False,"82.7","11.3"
"2017-03-05","knife",NULL,"M",NULL,"San Jose","CA",True,False,"82.7","11.3"
"2017-02-03","baseball bat",34,"M","H","San Marcos","CA",False,False,"81.4","16"
"2017-04-28","gun",25,"M","H","San Mateo","CA",False,False,"88","7.6"
"2015-11-03","gun",39,"M","H","Santa Ana","CA",False,False,"54.8","22.1"
"2015-02-27","unarmed",27,"M","H","Santa Ana","CA",False,False,"54.8","22.1"
"2016-02-18","undetermined",35,"M","H","Santa Ana","CA",False,False,"54.8","22.1"
"2016-02-18","undetermined",30,"M","H","Santa Ana","CA",False,False,"54.8","22.1"
"2016-01-08","undetermined",32,"M",NULL,"Santa Ana","CA",False,False,"54.8","22.1"
"2017-01-29","unarmed",18,"M","H","Santa Ana","CA",False,False,"54.8","22.1"
"2016-06-11","undetermined",33,"M","H","Santa Ana","CA",False,False,"54.8","22.1"
"2017-07-21","knife",22,"M",NULL,"Santa Ana","CA",False,False,"54.8","22.1"
"2017-12-02","knife",26,"M","H","Santa Barbara","CA",True,False,"84.1","13.9"
"2015-03-23","gun",24,"M","B","Santa Clara","CA",False,False,"91.9","8.4"
"2017-09-03","knife",24,"M","H","Santa Clara","CA",True,False,"91.9","8.4"
"2016-01-14","knife",39,"M","H","Santa Clarita","CA",False,False,"89","9.3"
"2016-10-16","metal rake",32,"M","W","Santa Cruz","CA",True,False,"92.8","23.8"
"2015-05-06","gun",50,"M","H","Santa Maria","CA",False,False,"58.7","21.2"
"2016-07-20","knife",31,"M","H","Santa Maria","CA",True,False,"58.7","21.2"
"2017-06-02","knife",52,"M","H","Santa Monica","CA",True,False,"95.3","11.3"
"2015-12-29","knife",50,"F","O","Santa Nella","CA",True,False,"58.7","58.7"
"2017-09-04","knife",36,"M","H","Santa Paula","CA",False,False,"64.3","18"
"2016-05-08","crossbow",31,"M",NULL,"Santee","CA",True,False,"92.9","7.8"
"2016-12-09","gun",86,"M",NULL,"Saratoga","CA",False,False,"98.2","3.6"
"2015-10-14","gun",59,"M",NULL,"Seaside","CA",False,False,"75.8","18.7"
"2017-12-06","knife",45,"M","H","Selma","CA",False,False,"62","24.3"
"2015-04-16","knife",47,"M","H","Shafter","CA",False,False,"57.9","21.7"
"2015-12-21","gun",30,"M","W","Smartsville","CA",False,False,"100","3.7"
"2016-05-26","gun",19,"M","H","Solvang","CA",False,False,"92.8","11.1"
"2015-05-05","knife",32,"M","A","South El Monte","CA",False,False,"49.9","20.5"
"2015-11-01","gun",23,"M","H","South Gate","CA",False,False,"52.4","20"
"2016-06-03","gun",41,"M","H","South Gate","CA",False,False,"52.4","20"
"2017-06-20","toy weapon",NULL,"M",NULL,"South Gate","CA",False,False,"52.4","20"
"2015-06-15","unarmed",22,"M","B","South Lake Tahoe","CA",False,False,"84.6","18.5"
"2015-04-03","gun",28,"M","A","Stockton","CA",False,False,"74.9","25.3"
"2015-01-28","hammer",35,"M","A","Stockton","CA",True,False,"74.9","25.3"
"2015-06-01","knife",25,"M","W","Stockton","CA",False,False,"74.9","25.3"
"2015-06-14","vehicle",28,"M","H","Stockton","CA",False,False,"74.9","25.3"
"2016-08-16","gun",30,"M","B","Stockton","CA",False,True,"74.9","25.3"
"2016-04-13","undetermined",35,"M","B","Stockton","CA",False,False,"74.9","25.3"
"2016-12-21","knife",NULL,"M",NULL,"Stockton","CA",False,False,"74.9","25.3"
"2015-08-04","knife",28,"M","A","Sunnyvale","CA",True,False,"91.4","7.5"
"2015-08-15","gun",23,"M","B","Sunnyvale","CA",False,False,"91.4","7.5"
"2015-12-11","knife",42,"M","B","Sunnyvale","CA",False,False,"91.4","7.5"
"2015-05-04","gun",56,"M","W","Tehachapi","CA",False,False,"75.6","22"
"2016-05-07","undetermined",49,"M","W","Temecula","CA",False,False,"91.4","7"
"2016-04-05","knife",18,"M",NULL,"Temecula","CA",False,False,"91.4","7"
"2016-11-15","knife",48,"M",NULL,"Temecula","CA",False,False,"91.4","7"
"2016-10-31","vehicle",39,"F","B","Torrance","CA",True,False,"93.5","7"
"2016-07-06","vehicle",21,"M","H","Turlock","CA",False,False,"81.2","17.5"
"2017-05-16","gun",24,"M","H","Tustin","CA",True,False,"83.5","13.6"
"2017-01-17","gun",39,"M","H","Twentynine Palms","CA",False,False,"89.9","17.9"
"2016-01-18","garden tool",29,"M","W","Union City","CA",True,True,"87.8","8.1"
"2017-05-29","vehicle",20,"M","H","Vacaville","CA",False,True,"88.4","10.7"
"2015-10-16","unarmed",27,"M","H","Valinda","CA",False,False,"66.2","12.5"
"2015-03-22","knife",37,"M","W","Vallejo","CA",True,False,"87.4","18.3"
"2017-01-23","knife",21,"M","H","Vallejo","CA",False,True,"87.4","18.3"
"2015-06-16","gun",28,"M","H","Visalia","CA",False,False,"82.7","21.3"
"2016-03-05","knife",59,"M","W","Visalia","CA",False,False,"82.7","21.3"
"2016-11-08","knife",33,"M","H","Vista","CA",False,False,"76.9","17.8"
"2017-05-07","undetermined",24,"M","H","Vista","CA",False,False,"76.9","17.8"
"2015-03-13","unarmed",32,"M","H","Walnut Creek","CA",False,False,"97.3","5.9"
"2015-01-26","knife",34,"M","H","Wasco","CA",True,False,"51.1","32.7"
"2016-11-19","knife",15,"M","A","Watsonville","CA",False,True,"56.3","19.7"
"2015-03-07","knife",27,"M","H","West Covina","CA",False,False,"83.1","10.3"
"2015-10-21","unarmed",21,"M","H","West Goshen","CA",True,False,"49.1","76.4"
"2015-07-30","metal stick",47,"M","H","Whittier","CA",False,False,"83.3","12.5"
"2016-11-16","machete",37,"M","H","Whittier","CA",False,False,"83.3","12.5"
"2016-07-24","hatchet and gun",36,"M","W","Winchester","CA",True,False,"73.6","14.1"
"2015-04-24","vehicle",46,"F","W","Windsor","CA",False,False,"86.8","4.1"
"2016-02-15","undetermined",39,"M","W","Yorba Linda","CA",False,False,"95.5","3.6"
"2016-04-06","undetermined",31,"M",NULL,"Yreka","CA",False,False,"84.4","34.3"
"2017-04-22","hatchet and gun",43,"M","A","Yuba City","CA",False,False,"78.3","18.5"
"2015-06-03","unarmed",37,"M","B","Aurora","CO",False,False,"86.5","15.3"
"2015-01-15","gun",39,"M","B","Aurora","CO",False,False,"86.5","15.3"
"2015-12-21","gun",25,"M","B","Aurora","CO",False,False,"86.5","15.3"
"2015-12-12","unknown weapon",NULL,"M",NULL,"Aurora","CO",False,False,"86.5","15.3"
"2015-11-30","vehicle",25,"M","A","Aurora","CO",False,False,"86.5","15.3"
"2016-11-05","gun",35,"M","W","Aurora","CO",False,False,"86.5","15.3"
"2015-07-27","knife",22,"M","W","Boulder","CO",False,False,"96.3","23.1"
"2016-05-22","gun",28,"M","W","Boulder","CO",True,False,"96.3","23.1"
"2016-05-10","machete",28,"M","W","Boulder","CO",True,False,"96.3","23.1"
"2016-10-09","gun",37,"M","W","Boulder","CO",False,True,"96.3","23.1"
"2015-10-11","vehicle",36,"M","H","Brighton","CO",False,False,"82.5","9.9"
"2015-11-09","gun",44,"M","W","Broomfield","CO",False,False,"95.7","6.5"
"2017-05-31","gun",17,"M","W","Centennial","CO",False,False,"97.6","5"
"2016-10-03","vehicle",23,"M","H","Colorado City","CO",False,False,"100","21.5"
"2015-10-11","toy weapon",63,"M","W","Colorado Springs","CO",True,False,"93.1","13.4"
"2015-10-31","gun",33,"M","W","Colorado Springs","CO",False,False,"93.1","13.4"
"2016-06-22","gun",25,"M","W","Colorado Springs","CO",False,False,"93.1","13.4"
"2016-10-23","gun",40,"M","B","Colorado Springs","CO",False,False,"93.1","13.4"
"2017-02-21","gun",39,"M","H","Colorado Springs","CO",False,False,"93.1","13.4"
"2017-06-02","gun",50,"M","B","Commerce City","CO",False,False,"80.1","15.6"
"2015-01-26","vehicle",17,"F","H","Denver","CO",False,False,"86.1","17.3"
"2015-12-07","knife",35,"M","N","Denver","CO",True,False,"86.1","17.3"
"2016-02-22","gun",33,"M","H","Denver","CO",False,False,"86.1","17.3"
"2016-11-01","gun",32,"M","W","Denver","CO",False,False,"86.1","17.3"
"2015-02-12","gun",35,"M","H","Denver","CO",False,False,"86.1","17.3"
"2015-11-22","gun",28,"M","H","Denver","CO",False,False,"86.1","17.3"
"2016-08-31","gun",21,"M","W","Denver","CO",False,False,"86.1","17.3"
"2016-08-27","knife",49,"M",NULL,"Denver","CO",False,False,"86.1","17.3"
"2016-12-04","unarmed",40,"M","W","Denver","CO",False,False,"86.1","17.3"
"2016-08-11","gun",23,"M","H","Denver","CO",False,False,"86.1","17.3"
"2017-06-30","gun",NULL,"F",NULL,"Denver","CO",False,False,"86.1","17.3"
"2015-09-03","gun",46,"M","W","Dinosaur","CO",False,False,"78.3","18.5"
"2015-04-22","gun",39,"M","A","Eldorado Springs","CO",False,False,"100","4.7"
"2017-03-03","gun",32,"M","W","Englewood","CO",True,False,"88.1","16.5"
"2015-04-01","nail gun",39,"M","H","Evans","CO",False,False,"76.3","16.6"
"2016-02-25","gun",37,"M","W","Evans","CO",False,True,"76.3","16.6"
"2017-04-07","gun",NULL,"M",NULL,"Federal Heights","CO",False,False,"72.9","19"
"2015-07-18","knife",22,"M","W","Fort Collins","CO",True,False,"96","18.6"
"2016-01-30","scissors",38,"M","H","Fort Collins","CO",False,False,"96","18.6"
"2016-08-25","knife",63,"M",NULL,"Fort Collins","CO",False,True,"96","18.6"
"2017-01-07","unknown weapon",19,"M",NULL,"Fort Collins","CO",False,True,"96","18.6"
"2015-09-24","gun",17,"M","W","Fountain","CO",False,False,"95.5","8.6"
"2015-05-19","gun",17,"M","W","Grand Junction","CO",False,False,"91.3","18.9"
"2016-11-11","vehicle",24,"M","W","Grand Junction","CO",False,False,"91.3","18.9"
"2016-04-09","knife",44,"M","H","Grand Junction","CO",True,False,"91.3","18.9"
"2015-06-19","gun",50,"M","H","Greeley","CO",False,False,"83.6","20.2"
"2016-11-05","gun",24,"M","B","Greeley","CO",False,False,"83.6","20.2"
"2016-08-13","gun",53,"M","W","Lakewood","CO",False,False,"91.5","11.9"
"2016-04-26","gun",28,"M","W","Lakewood","CO",False,False,"91.5","11.9"
"2015-08-31","knife",45,"M","W","Loveland","CO",False,False,"94.1","9.1"
"2017-06-30","undetermined",23,"M",NULL,"Loveland","CO",False,False,"94.1","9.1"
"2017-08-06","gun",48,"M","W","Loveland","CO",False,False,"94.1","9.1"
"2015-12-13","gun",32,"M","H","Mountain View","CO",False,False,"82.2","10.7"
"2015-10-02","gun",45,"M","W","New Castle","CO",True,False,"89.2","12.1"
"2015-05-28","gun",32,"M","B","Northglenn","CO",False,False,"86.6","14"
"2017-07-01","vehicle",31,"M","H","Northglenn","CO",True,False,"86.6","14"
"2016-02-09","gun",40,"M",NULL,"Parker","CO",True,True,"98","4.2"
"2015-01-25","gun",26,"M","H","Pueblo","CO",False,False,"85.3","25"
"2016-10-06","gun",32,"M","H","Pueblo","CO",False,False,"85.3","25"
"2016-03-24","gun and knife",48,"M","H","Pueblo","CO",False,True,"85.3","25"
"2017-05-02","vehicle",33,"M","H","Pueblo","CO",False,True,"85.3","25"
"2015-06-06","gun",27,"M","H","Strasburg","CO",False,False,"92.9","4.7"
"2016-03-23","gun",51,"M","W","Thornton","CO",False,False,"87.5","8.9"
"2015-04-24","gun",20,"M","B","Trinidad","CO",False,True,"84.1","16.9"
"2016-06-16","vehicle",30,"M","H","Westminster","CO",False,False,"91","9"
"2016-04-27","gun",21,"M","W","Westminster","CO",False,False,"91","9"
"2016-09-20","gun",49,"M","W","Westminster","CO",False,False,"91","9"
"2017-06-30","gun",33,"M","H","Westminster","CO",False,False,"91","9"
"2017-09-05","gun",NULL,"M",NULL,"Westminster","CO",False,False,"91","9"
"2017-03-14","unknown weapon",18,"M","W","Westminster","CO",False,False,"91","9"
